居住地_省,居住地_市,就业地_省,就业地_市,count
安徽省,宿州市,浙江省,绍兴市,55
江苏省,宿迁市,浙江省,绍兴市,21
江苏省,常州市,浙江省,绍兴市,51
江苏省,徐州市,浙江省,绍兴市,42
江苏省,扬州市,浙江省,绍兴市,24
江苏省,无锡市,浙江省,绍兴市,105
浙江省,杭州市,浙江省,绍兴市,4758
安徽省,池州市,浙江省,绍兴市,18
江苏省,泰州市,浙江省,绍兴市,26
安徽省,淮北市,浙江省,绍兴市,25
安徽省,淮南市,浙江省,绍兴市,16
江苏省,淮安市,浙江省,绍兴市,17
浙江省,温州市,浙江省,绍兴市,197
浙江省,湖州市,浙江省,绍兴市,190
安徽省,滁州市,浙江省,绍兴市,24
江苏省,盐城市,浙江省,绍兴市,31
浙江省,舟山市,浙江省,绍兴市,31
安徽省,芜湖市,浙江省,绍兴市,22
江苏省,苏州市,浙江省,绍兴市,300
安徽省,蚌埠市,浙江省,绍兴市,41
浙江省,衢州市,浙江省,绍兴市,84
江苏省,连云港市,浙江省,绍兴市,21
浙江省,金华市,浙江省,绍兴市,660
安徽省,铜陵市,浙江省,绍兴市,9
江苏省,镇江市,浙江省,绍兴市,22
安徽省,阜阳市,浙江省,绍兴市,156
安徽省,马鞍山市,浙江省,绍兴市,9
安徽省,黄山市,浙江省,绍兴市,17
上海市,上海市,浙江省,舟山市,1593
浙江省,丽水市,浙江省,舟山市,2
安徽省,亳州市,浙江省,舟山市,27
安徽省,六安市,浙江省,舟山市,7
江苏省,南京市,浙江省,舟山市,47
江苏省,南通市,浙江省,舟山市,56
浙江省,台州市,浙江省,舟山市,77
安徽省,合肥市,浙江省,舟山市,35
浙江省,嘉兴市,浙江省,舟山市,81
浙江省,宁波市,浙江省,舟山市,533
安徽省,安庆市,浙江省,舟山市,15
安徽省,宣城市,浙江省,舟山市,8
安徽省,宿州市,浙江省,舟山市,14
江苏省,宿迁市,浙江省,舟山市,6
江苏省,常州市,浙江省,舟山市,23
江苏省,徐州市,浙江省,舟山市,22
江苏省,扬州市,浙江省,舟山市,15
江苏省,无锡市,浙江省,舟山市,38
浙江省,杭州市,浙江省,舟山市,213
安徽省,池州市,浙江省,舟山市,7
江苏省,泰州市,浙江省,舟山市,31
安徽省,淮北市,浙江省,舟山市,7
安徽省,淮南市,浙江省,舟山市,10
江苏省,淮安市,浙江省,舟山市,9
浙江省,温州市,浙江省,舟山市,74
浙江省,湖州市,浙江省,舟山市,31
安徽省,滁州市,浙江省,舟山市,2
江苏省,盐城市,浙江省,舟山市,19
浙江省,绍兴市,浙江省,舟山市,36
安徽省,芜湖市,浙江省,舟山市,12
江苏省,苏州市,浙江省,舟山市,123
安徽省,蚌埠市,浙江省,舟山市,21
浙江省,衢州市,浙江省,舟山市,12
江苏省,连云港市,浙江省,舟山市,24
浙江省,金华市,浙江省,舟山市,37
安徽省,铜陵市,浙江省,舟山市,1
江苏省,镇江市,浙江省,舟山市,11
安徽省,阜阳市,浙江省,舟山市,75
安徽省,马鞍山市,浙江省,舟山市,2
安徽省,黄山市,浙江省,舟山市,5
上海市,上海市,安徽省,芜湖市,859
浙江省,丽水市,安徽省,芜湖市,5
安徽省,亳州市,安徽省,芜湖市,101
安徽省,六安市,安徽省,芜湖市,115
江苏省,南京市,安徽省,芜湖市,469
江苏省,南通市,安徽省,芜湖市,62
浙江省,台州市,安徽省,芜湖市,38
安徽省,合肥市,安徽省,芜湖市,1644
浙江省,嘉兴市,安徽省,芜湖市,67
浙江省,宁波市,安徽省,芜湖市,79
安徽省,安庆市,安徽省,芜湖市,151
安徽省,宣城市,安徽省,芜湖市,1040
安徽省,宿州市,安徽省,芜湖市,102
江苏省,宿迁市,安徽省,芜湖市,23
江苏省,常州市,安徽省,芜湖市,81
江苏省,徐州市,安徽省,芜湖市,49
江苏省,扬州市,安徽省,芜湖市,54
江苏省,无锡市,安徽省,芜湖市,129
浙江省,杭州市,安徽省,芜湖市,206
安徽省,池州市,安徽省,芜湖市,149
江苏省,泰州市,安徽省,芜湖市,36
安徽省,淮北市,安徽省,芜湖市,38
安徽省,淮南市,安徽省,芜湖市,77
江苏省,淮安市,安徽省,芜湖市,28
浙江省,温州市,安徽省,芜湖市,33
浙江省,湖州市,安徽省,芜湖市,47
安徽省,滁州市,安徽省,芜湖市,120
江苏省,盐城市,安徽省,芜湖市,44
浙江省,绍兴市,安徽省,芜湖市,32
浙江省,舟山市,安徽省,芜湖市,7
江苏省,苏州市,安徽省,芜湖市,292
安徽省,蚌埠市,安徽省,芜湖市,84
浙江省,衢州市,安徽省,芜湖市,10
江苏省,连云港市,安徽省,芜湖市,16
浙江省,金华市,安徽省,芜湖市,30
安徽省,铜陵市,安徽省,芜湖市,361
江苏省,镇江市,安徽省,芜湖市,46
安徽省,阜阳市,安徽省,芜湖市,154
安徽省,马鞍山市,安徽省,芜湖市,2342
安徽省,黄山市,安徽省,芜湖市,100
上海市,上海市,江苏省,苏州市,22313
浙江省,丽水市,江苏省,苏州市,34
安徽省,亳州市,江苏省,苏州市,372
安徽省,六安市,江苏省,苏州市,457
江苏省,南京市,江苏省,苏州市,1637
江苏省,南通市,江苏省,苏州市,1831
浙江省,台州市,江苏省,苏州市,215
安徽省,合肥市,江苏省,苏州市,661
浙江省,嘉兴市,江苏省,苏州市,1993
浙江省,宁波市,江苏省,苏州市,716
安徽省,安庆市,江苏省,苏州市,199
安徽省,宣城市,江苏省,苏州市,181
安徽省,宿州市,江苏省,苏州市,552
江苏省,宿迁市,江苏省,苏州市,630
江苏省,常州市,江苏省,苏州市,1154
江苏省,徐州市,江苏省,苏州市,861
江苏省,扬州市,江苏省,苏州市,512
江苏省,无锡市,江苏省,苏州市,7796
浙江省,杭州市,江苏省,苏州市,1319
安徽省,池州市,江苏省,苏州市,91
江苏省,泰州市,江苏省,苏州市,794
安徽省,淮北市,江苏省,苏州市,138
安徽省,淮南市,江苏省,苏州市,140
江苏省,淮安市,江苏省,苏州市,596
浙江省,温州市,江苏省,苏州市,288
浙江省,湖州市,江苏省,苏州市,1338
安徽省,滁州市,江苏省,苏州市,535
江苏省,盐城市,江苏省,苏州市,1155
浙江省,绍兴市,江苏省,苏州市,318
浙江省,舟山市,江苏省,苏州市,85
安徽省,芜湖市,江苏省,苏州市,221
安徽省,蚌埠市,江苏省,苏州市,218
浙江省,衢州市,江苏省,苏州市,73
江苏省,连云港市,江苏省,苏州市,486
浙江省,金华市,江苏省,苏州市,306
安徽省,铜陵市,江苏省,苏州市,102
江苏省,镇江市,江苏省,苏州市,446
安徽省,阜阳市,江苏省,苏州市,376
安徽省,马鞍山市,江苏省,苏州市,148
安徽省,黄山市,江苏省,苏州市,58
上海市,上海市,安徽省,蚌埠市,861
浙江省,丽水市,安徽省,蚌埠市,8
安徽省,亳州市,安徽省,蚌埠市,938
安徽省,六安市,安徽省,蚌埠市,126
江苏省,南京市,安徽省,蚌埠市,509
江苏省,南通市,安徽省,蚌埠市,67
浙江省,台州市,安徽省,蚌埠市,122
安徽省,合肥市,安徽省,蚌埠市,1053
浙江省,嘉兴市,安徽省,蚌埠市,105
浙江省,宁波市,安徽省,蚌埠市,161
安徽省,安庆市,安徽省,蚌埠市,79
安徽省,宣城市,安徽省,蚌埠市,56
安徽省,宿州市,安徽省,蚌埠市,1010
江苏省,宿迁市,安徽省,蚌埠市,166
江苏省,常州市,安徽省,蚌埠市,125
江苏省,徐州市,安徽省,蚌埠市,178
江苏省,扬州市,安徽省,蚌埠市,86
江苏省,无锡市,安徽省,蚌埠市,140
浙江省,杭州市,安徽省,蚌埠市,275
安徽省,池州市,安徽省,蚌埠市,53
江苏省,泰州市,安徽省,蚌埠市,38
安徽省,淮北市,安徽省,蚌埠市,196
安徽省,淮南市,安徽省,蚌埠市,326
江苏省,淮安市,安徽省,蚌埠市,43
浙江省,温州市,安徽省,蚌埠市,85
浙江省,湖州市,安徽省,蚌埠市,101
安徽省,滁州市,安徽省,蚌埠市,1763
江苏省,盐城市,安徽省,蚌埠市,33
浙江省,绍兴市,安徽省,蚌埠市,58
浙江省,舟山市,安徽省,蚌埠市,14
安徽省,芜湖市,安徽省,蚌埠市,124
江苏省,苏州市,安徽省,蚌埠市,341
浙江省,衢州市,安徽省,蚌埠市,12
江苏省,连云港市,安徽省,蚌埠市,24
浙江省,金华市,安徽省,蚌埠市,89
安徽省,铜陵市,安徽省,蚌埠市,55
江苏省,镇江市,安徽省,蚌埠市,66
安徽省,阜阳市,安徽省,蚌埠市,247
安徽省,马鞍山市,安徽省,蚌埠市,85
安徽省,黄山市,安徽省,蚌埠市,36
上海市,上海市,浙江省,衢州市,150
浙江省,丽水市,浙江省,衢州市,151
安徽省,亳州市,浙江省,衢州市,8
安徽省,六安市,浙江省,衢州市,4
江苏省,南京市,浙江省,衢州市,42
江苏省,南通市,浙江省,衢州市,16
浙江省,台州市,浙江省,衢州市,57
安徽省,合肥市,浙江省,衢州市,16
浙江省,嘉兴市,浙江省,衢州市,74
浙江省,宁波市,浙江省,衢州市,164
安徽省,安庆市,浙江省,衢州市,6
安徽省,宣城市,浙江省,衢州市,8
安徽省,宿州市,浙江省,衢州市,7
江苏省,宿迁市,浙江省,衢州市,4
江苏省,常州市,浙江省,衢州市,18
江苏省,徐州市,浙江省,衢州市,8
江苏省,扬州市,浙江省,衢州市,6
江苏省,无锡市,浙江省,衢州市,27
浙江省,杭州市,浙江省,衢州市,888
安徽省,池州市,浙江省,衢州市,2
江苏省,泰州市,浙江省,衢州市,3
安徽省,淮北市,浙江省,衢州市,8
安徽省,淮南市,浙江省,衢州市,7
江苏省,淮安市,浙江省,衢州市,9
浙江省,温州市,浙江省,衢州市,96
浙江省,湖州市,浙江省,衢州市,36
安徽省,滁州市,浙江省,衢州市,10
江苏省,盐城市,浙江省,衢州市,8
浙江省,绍兴市,浙江省,衢州市,69
浙江省,舟山市,浙江省,衢州市,6
安徽省,芜湖市,浙江省,衢州市,4
江苏省,苏州市,浙江省,衢州市,98
安徽省,蚌埠市,浙江省,衢州市,6
江苏省,连云港市,浙江省,衢州市,2
浙江省,金华市,浙江省,衢州市,573
安徽省,铜陵市,浙江省,衢州市,1
江苏省,镇江市,浙江省,衢州市,11
安徽省,阜阳市,浙江省,衢州市,10
安徽省,马鞍山市,浙江省,衢州市,3
安徽省,黄山市,浙江省,衢州市,40
上海市,上海市,江苏省,连云港市,526
浙江省,丽水市,江苏省,连云港市,4
安徽省,亳州市,江苏省,连云港市,15
安徽省,六安市,江苏省,连云港市,9
江苏省,南京市,江苏省,连云港市,550
江苏省,南通市,江苏省,连云港市,232
浙江省,台州市,江苏省,连云港市,39
安徽省,合肥市,江苏省,连云港市,45
浙江省,嘉兴市,江苏省,连云港市,46
浙江省,宁波市,江苏省,连云港市,176
安徽省,安庆市,江苏省,连云港市,10
安徽省,宣城市,江苏省,连云港市,16
安徽省,宿州市,江苏省,连云港市,38
江苏省,宿迁市,江苏省,连云港市,1471
江苏省,常州市,江苏省,连云港市,202
江苏省,徐州市,江苏省,连云港市,492
江苏省,扬州市,江苏省,连云港市,168
江苏省,无锡市,江苏省,连云港市,276
浙江省,杭州市,江苏省,连云港市,131
安徽省,池州市,江苏省,连云港市,13
江苏省,泰州市,江苏省,连云港市,99
安徽省,淮北市,江苏省,连云港市,13
安徽省,淮南市,江苏省,连云港市,9
江苏省,淮安市,江苏省,连云港市,524
浙江省,温州市,江苏省,连云港市,32
浙江省,湖州市,江苏省,连云港市,33
安徽省,滁州市,江苏省,连云港市,50
江苏省,盐城市,江苏省,连云港市,635
浙江省,绍兴市,江苏省,连云港市,33
浙江省,舟山市,江苏省,连云港市,17
安徽省,芜湖市,江苏省,连云港市,14
江苏省,苏州市,江苏省,连云港市,815
安徽省,蚌埠市,江苏省,连云港市,22
浙江省,衢州市,江苏省,连云港市,3
浙江省,金华市,江苏省,连云港市,27
安徽省,铜陵市,江苏省,连云港市,4
江苏省,镇江市,江苏省,连云港市,65
安徽省,阜阳市,江苏省,连云港市,27
安徽省,马鞍山市,江苏省,连云港市,13
安徽省,黄山市,江苏省,连云港市,3
上海市,上海市,浙江省,金华市,794
浙江省,丽水市,浙江省,金华市,598
安徽省,亳州市,浙江省,金华市,103
安徽省,六安市,浙江省,金华市,38
江苏省,南京市,浙江省,金华市,109
江苏省,南通市,浙江省,金华市,69
浙江省,台州市,浙江省,金华市,427
安徽省,合肥市,浙江省,金华市,137
浙江省,嘉兴市,浙江省,金华市,284
浙江省,宁波市,浙江省,金华市,1979
安徽省,安庆市,浙江省,金华市,45
安徽省,宣城市,浙江省,金华市,31
安徽省,宿州市,浙江省,金华市,80
江苏省,宿迁市,浙江省,金华市,31
江苏省,常州市,浙江省,金华市,68
江苏省,徐州市,浙江省,金华市,53
江苏省,扬州市,浙江省,金华市,34
江苏省,无锡市,浙江省,金华市,124
浙江省,杭州市,浙江省,金华市,2083
安徽省,池州市,浙江省,金华市,33
江苏省,泰州市,浙江省,金华市,36
安徽省,淮北市,浙江省,金华市,23
安徽省,淮南市,浙江省,金华市,23
江苏省,淮安市,浙江省,金华市,42
浙江省,温州市,浙江省,金华市,515
浙江省,湖州市,浙江省,金华市,169
安徽省,滁州市,浙江省,金华市,56
江苏省,盐城市,浙江省,金华市,37
浙江省,绍兴市,浙江省,金华市,867
浙江省,舟山市,浙江省,金华市,25
安徽省,芜湖市,浙江省,金华市,36
江苏省,苏州市,浙江省,金华市,343
安徽省,蚌埠市,浙江省,金华市,76
浙江省,衢州市,浙江省,金华市,567
江苏省,连云港市,浙江省,金华市,21
安徽省,铜陵市,浙江省,金华市,13
江苏省,镇江市,浙江省,金华市,36
安徽省,阜阳市,浙江省,金华市,122
安徽省,马鞍山市,浙江省,金华市,21
安徽省,黄山市,浙江省,金华市,46
上海市,上海市,安徽省,铜陵市,193
浙江省,丽水市,安徽省,铜陵市,1
安徽省,亳州市,安徽省,铜陵市,25
安徽省,六安市,安徽省,铜陵市,44
江苏省,南京市,安徽省,铜陵市,117
江苏省,南通市,安徽省,铜陵市,27
浙江省,台州市,安徽省,铜陵市,9
安徽省,合肥市,安徽省,铜陵市,430
浙江省,嘉兴市,安徽省,铜陵市,15
浙江省,宁波市,安徽省,铜陵市,16
安徽省,安庆市,安徽省,铜陵市,433
安徽省,宣城市,安徽省,铜陵市,53
安徽省,宿州市,安徽省,铜陵市,18
江苏省,宿迁市,安徽省,铜陵市,8
江苏省,常州市,安徽省,铜陵市,56
江苏省,徐州市,安徽省,铜陵市,13
江苏省,扬州市,安徽省,铜陵市,20
江苏省,无锡市,安徽省,铜陵市,62
浙江省,杭州市,安徽省,铜陵市,64
安徽省,池州市,安徽省,铜陵市,535
江苏省,泰州市,安徽省,铜陵市,15
安徽省,淮北市,安徽省,铜陵市,5
安徽省,淮南市,安徽省,铜陵市,20
江苏省,淮安市,安徽省,铜陵市,6
浙江省,温州市,安徽省,铜陵市,12
浙江省,湖州市,安徽省,铜陵市,14
安徽省,滁州市,安徽省,铜陵市,16
江苏省,盐城市,安徽省,铜陵市,11
浙江省,绍兴市,安徽省,铜陵市,14
浙江省,舟山市,安徽省,铜陵市,2
安徽省,芜湖市,安徽省,铜陵市,319
江苏省,苏州市,安徽省,铜陵市,156
安徽省,蚌埠市,安徽省,铜陵市,31
浙江省,衢州市,安徽省,铜陵市,6
江苏省,连云港市,安徽省,铜陵市,7
浙江省,金华市,安徽省,铜陵市,12
江苏省,镇江市,安徽省,铜陵市,15
安徽省,阜阳市,安徽省,铜陵市,35
安徽省,马鞍山市,安徽省,铜陵市,80
安徽省,黄山市,安徽省,铜陵市,42
上海市,上海市,江苏省,镇江市,745
浙江省,丽水市,江苏省,镇江市,8
安徽省,亳州市,江苏省,镇江市,77
安徽省,六安市,江苏省,镇江市,72
江苏省,南京市,江苏省,镇江市,2962
江苏省,南通市,江苏省,镇江市,335
浙江省,台州市,江苏省,镇江市,35
安徽省,合肥市,江苏省,镇江市,177
浙江省,嘉兴市,江苏省,镇江市,74
浙江省,宁波市,江苏省,镇江市,77
安徽省,安庆市,江苏省,镇江市,41
安徽省,宣城市,江苏省,镇江市,96
安徽省,宿州市,江苏省,镇江市,118
江苏省,宿迁市,江苏省,镇江市,248
江苏省,常州市,江苏省,镇江市,3218
江苏省,徐州市,江苏省,镇江市,246
江苏省,扬州市,江苏省,镇江市,1153
江苏省,无锡市,江苏省,镇江市,644
浙江省,杭州市,江苏省,镇江市,195
安徽省,池州市,江苏省,镇江市,31
江苏省,泰州市,江苏省,镇江市,436
安徽省,淮北市,江苏省,镇江市,28
安徽省,淮南市,江苏省,镇江市,35
江苏省,淮安市,江苏省,镇江市,332
浙江省,温州市,江苏省,镇江市,61
浙江省,湖州市,江苏省,镇江市,97
安徽省,滁州市,江苏省,镇江市,168
江苏省,盐城市,江苏省,镇江市,258
浙江省,绍兴市,江苏省,镇江市,37
浙江省,舟山市,江苏省,镇江市,12
安徽省,芜湖市,江苏省,镇江市,81
江苏省,苏州市,江苏省,镇江市,892
安徽省,蚌埠市,江苏省,镇江市,95
浙江省,衢州市,江苏省,镇江市,27
江苏省,连云港市,江苏省,镇江市,129
浙江省,金华市,江苏省,镇江市,76
安徽省,铜陵市,江苏省,镇江市,21
安徽省,阜阳市,江苏省,镇江市,92
安徽省,马鞍山市,江苏省,镇江市,109
安徽省,黄山市,江苏省,镇江市,14
上海市,上海市,安徽省,阜阳市,1392
浙江省,丽水市,安徽省,阜阳市,14
安徽省,亳州市,安徽省,阜阳市,4734
安徽省,六安市,安徽省,阜阳市,851
江苏省,南京市,安徽省,阜阳市,367
江苏省,南通市,安徽省,阜阳市,101
浙江省,台州市,安徽省,阜阳市,163
安徽省,合肥市,安徽省,阜阳市,1905
浙江省,嘉兴市,安徽省,阜阳市,245
浙江省,宁波市,安徽省,阜阳市,552
安徽省,安庆市,安徽省,阜阳市,92
安徽省,宣城市,安徽省,阜阳市,62
安徽省,宿州市,安徽省,阜阳市,188
江苏省,宿迁市,安徽省,阜阳市,46
江苏省,常州市,安徽省,阜阳市,218
江苏省,徐州市,安徽省,阜阳市,150
江苏省,扬州市,安徽省,阜阳市,74
江苏省,无锡市,安徽省,阜阳市,247
浙江省,杭州市,安徽省,阜阳市,719
安徽省,池州市,安徽省,阜阳市,51
江苏省,泰州市,安徽省,阜阳市,37
安徽省,淮北市,安徽省,阜阳市,171
安徽省,淮南市,安徽省,阜阳市,1526
江苏省,淮安市,安徽省,阜阳市,42
浙江省,温州市,安徽省,阜阳市,291
浙江省,湖州市,安徽省,阜阳市,181
安徽省,滁州市,安徽省,阜阳市,135
江苏省,盐城市,安徽省,阜阳市,34
浙江省,绍兴市,安徽省,阜阳市,219
浙江省,舟山市,安徽省,阜阳市,133
安徽省,芜湖市,安徽省,阜阳市,113
江苏省,苏州市,安徽省,阜阳市,586
安徽省,蚌埠市,安徽省,阜阳市,274
浙江省,衢州市,安徽省,阜阳市,15
江苏省,连云港市,安徽省,阜阳市,19
浙江省,金华市,安徽省,阜阳市,113
安徽省,铜陵市,安徽省,阜阳市,20
江苏省,镇江市,安徽省,阜阳市,63
安徽省,马鞍山市,安徽省,阜阳市,62
安徽省,黄山市,安徽省,阜阳市,31
上海市,上海市,安徽省,马鞍山市,278
安徽省,亳州市,安徽省,马鞍山市,62
安徽省,六安市,安徽省,马鞍山市,75
江苏省,南京市,安徽省,马鞍山市,2035
江苏省,南通市,安徽省,马鞍山市,44
浙江省,台州市,安徽省,马鞍山市,12
安徽省,合肥市,安徽省,马鞍山市,1749
浙江省,嘉兴市,安徽省,马鞍山市,26
浙江省,宁波市,安徽省,马鞍山市,27
安徽省,安庆市,安徽省,马鞍山市,55
安徽省,宣城市,安徽省,马鞍山市,414
安徽省,宿州市,安徽省,马鞍山市,58
江苏省,宿迁市,安徽省,马鞍山市,34
江苏省,常州市,安徽省,马鞍山市,84
江苏省,徐州市,安徽省,马鞍山市,145
江苏省,扬州市,安徽省,马鞍山市,31
江苏省,无锡市,安徽省,马鞍山市,91
浙江省,杭州市,安徽省,马鞍山市,102
安徽省,池州市,安徽省,马鞍山市,51
江苏省,泰州市,安徽省,马鞍山市,40
安徽省,淮北市,安徽省,马鞍山市,24
安徽省,淮南市,安徽省,马鞍山市,42
江苏省,淮安市,安徽省,马鞍山市,31
浙江省,温州市,安徽省,马鞍山市,18
浙江省,湖州市,安徽省,马鞍山市,32
安徽省,滁州市,安徽省,马鞍山市,497
江苏省,盐城市,安徽省,马鞍山市,31
浙江省,绍兴市,安徽省,马鞍山市,11
浙江省,舟山市,安徽省,马鞍山市,5
安徽省,芜湖市,安徽省,马鞍山市,1889
江苏省,苏州市,安徽省,马鞍山市,195
安徽省,蚌埠市,安徽省,马鞍山市,57
浙江省,衢州市,安徽省,马鞍山市,6
江苏省,连云港市,安徽省,马鞍山市,18
浙江省,金华市,安徽省,马鞍山市,18
安徽省,铜陵市,安徽省,马鞍山市,53
江苏省,镇江市,安徽省,马鞍山市,51
安徽省,阜阳市,安徽省,马鞍山市,68
安徽省,黄山市,安徽省,马鞍山市,24
上海市,上海市,安徽省,黄山市,176
浙江省,丽水市,安徽省,黄山市,4
安徽省,亳州市,安徽省,黄山市,14
安徽省,六安市,安徽省,黄山市,33
江苏省,南京市,安徽省,黄山市,62
江苏省,南通市,安徽省,黄山市,7
浙江省,台州市,安徽省,黄山市,11
安徽省,合肥市,安徽省,黄山市,268
浙江省,嘉兴市,安徽省,黄山市,34
浙江省,宁波市,安徽省,黄山市,42
安徽省,安庆市,安徽省,黄山市,56
安徽省,宣城市,安徽省,黄山市,669
安徽省,宿州市,安徽省,黄山市,20
江苏省,宿迁市,安徽省,黄山市,6
江苏省,常州市,安徽省,黄山市,12
江苏省,徐州市,安徽省,黄山市,5
江苏省,扬州市,安徽省,黄山市,10
江苏省,无锡市,安徽省,黄山市,29
浙江省,杭州市,安徽省,黄山市,368
安徽省,池州市,安徽省,黄山市,203
江苏省,泰州市,安徽省,黄山市,4
安徽省,淮北市,安徽省,黄山市,8
安徽省,淮南市,安徽省,黄山市,18
江苏省,淮安市,安徽省,黄山市,6
浙江省,温州市,安徽省,黄山市,15
浙江省,湖州市,安徽省,黄山市,51
安徽省,滁州市,安徽省,黄山市,31
江苏省,盐城市,安徽省,黄山市,2
浙江省,绍兴市,安徽省,黄山市,25
浙江省,舟山市,安徽省,黄山市,7
安徽省,芜湖市,安徽省,黄山市,101
江苏省,苏州市,安徽省,黄山市,65
安徽省,蚌埠市,安徽省,黄山市,18
浙江省,衢州市,安徽省,黄山市,45
江苏省,连云港市,安徽省,黄山市,4
浙江省,金华市,安徽省,黄山市,39
安徽省,铜陵市,安徽省,黄山市,39
江苏省,镇江市,安徽省,黄山市,7
安徽省,阜阳市,安徽省,黄山市,24
安徽省,马鞍山市,安徽省,黄山市,30
浙江省,丽水市,上海市,上海市,121
安徽省,亳州市,上海市,上海市,738
安徽省,六安市,上海市,上海市,723
江苏省,南京市,上海市,上海市,2735
江苏省,南通市,上海市,上海市,4211
浙江省,台州市,上海市,上海市,939
安徽省,合肥市,上海市,上海市,1646
浙江省,嘉兴市,上海市,上海市,3424
浙江省,宁波市,上海市,上海市,2174
安徽省,安庆市,上海市,上海市,442
安徽省,宣城市,上海市,上海市,584
安徽省,宿州市,上海市,上海市,706
江苏省,宿迁市,上海市,上海市,708
江苏省,常州市,上海市,上海市,1305
江苏省,徐州市,上海市,上海市,911
江苏省,扬州市,上海市,上海市,976
江苏省,无锡市,上海市,上海市,3011
浙江省,杭州市,上海市,上海市,4887
安徽省,池州市,上海市,上海市,284
江苏省,泰州市,上海市,上海市,1019
安徽省,淮北市,上海市,上海市,244
安徽省,淮南市,上海市,上海市,568
江苏省,淮安市,上海市,上海市,657
浙江省,温州市,上海市,上海市,735
浙江省,湖州市,上海市,上海市,922
安徽省,滁州市,上海市,上海市,543
江苏省,盐城市,上海市,上海市,1526
浙江省,绍兴市,上海市,上海市,1199
浙江省,舟山市,上海市,上海市,641
安徽省,芜湖市,上海市,上海市,682
江苏省,苏州市,上海市,上海市,26012
安徽省,蚌埠市,上海市,上海市,631
浙江省,衢州市,上海市,上海市,234
江苏省,连云港市,上海市,上海市,396
浙江省,金华市,上海市,上海市,903
安徽省,铜陵市,上海市,上海市,162
江苏省,镇江市,上海市,上海市,566
安徽省,阜阳市,上海市,上海市,1071
安徽省,马鞍山市,上海市,上海市,287
安徽省,黄山市,上海市,上海市,197
